10001	video	10001	1	2009-11-28T21:42:52.667
10001	streaming	10001	1	2009-11-28T21:42:52.667
10002	language-agnostic	10002	1	2009-11-28T21:42:52.667
10002	interview-questions	10002	1	2009-11-28T21:42:52.667
10003	matlab	10003	1	2009-11-28T21:42:52.667
10003	editor	10003	1	2009-11-28T21:42:52.667
10004	javascript	10004	1	2009-11-28T21:42:52.667
10004	html	10004	1	2009-11-28T21:42:52.667
10004	css	10004	1	2009-11-28T21:42:52.667
10005	c#	10005	1	2009-11-28T21:42:52.667
10005	.net	10005	1	2009-11-28T21:42:52.667
10006	mysql	10006	1	2009-11-28T21:42:52.667
10007	.net	10007	1	2009-11-28T21:42:52.667
10007	arrays	10007	1	2009-11-28T21:42:52.667
10008	open-source	10008	1	2009-11-28T21:42:52.667
10008	project-management	10008	1	2009-11-28T21:42:52.667
10008	version-control	10008	1	2009-11-28T21:42:52.667
10009	css	10009	1	2009-11-28T21:42:52.667
10009	layout	10009	1	2009-11-28T21:42:52.667
10009	div	10009	1	2009-11-28T21:42:52.667
10009	web-design	10009	1	2009-11-28T21:42:52.667
10010	sql-server	10010	1	2009-11-28T21:42:52.667
10010	sql-server-2000	10010	1	2009-11-28T21:42:52.667
10011	svn	10011	1	2009-11-28T21:42:52.667
10012	java	10012	1	2009-11-28T21:42:52.667
10012	c	10012	1	2009-11-28T21:42:52.667
10012	library	10012	1	2009-11-28T21:42:52.667
10013	.net	10013	1	2009-11-28T21:42:52.667
10014	wpf	10014	1	2009-11-28T21:42:52.667
10014	webbrowser	10014	1	2009-11-28T21:42:52.667
10015	fonts	10015	1	2009-11-28T21:42:52.667
10016	unix	10016	1	2009-11-28T21:42:52.667
10016	command-line	10016	1	2009-11-28T21:42:52.667
10016	sed	10016	1	2009-11-28T21:42:52.667
10017	architecture	10017	1	2009-11-28T21:42:52.667
10017	website	10017	1	2009-11-28T21:42:52.667
10017	amazon-s3	10017	1	2009-11-28T21:42:52.667
10018	php	10018	1	2009-11-28T21:42:52.667
10018	string	10018	1	2009-11-28T21:42:52.667
10019	ruby-on-rails	10019	1	2009-11-28T21:42:52.667
10019	ruby	10019	1	2009-11-28T21:42:52.667
10019	outlook	10019	1	2009-11-28T21:42:52.667
10019	microsoft	10019	1	2009-11-28T21:42:52.667
10020	javascript	10020	1	2009-11-28T21:42:52.667
10020	xml	10020	1	2009-11-28T21:42:52.667
10020	json	10020	1	2009-11-28T21:42:52.667
10020	browser	10020	1	2009-11-28T21:42:52.667
10020	parsing	10020	1	2009-11-28T21:42:52.667
10021	sql-server	10021	1	2009-11-28T21:42:52.667
10021	powershell	10021	1	2009-11-28T21:42:52.667
10022	php	10022	1	2009-11-28T21:42:52.667
10022	mysql	10022	1	2009-11-28T21:42:52.667
10022	stored-procedures	10022	1	2009-11-28T21:42:52.667
10023	c++	10023	1	2009-11-28T21:42:52.667
10023	stl	10023	1	2009-11-28T21:42:52.667
10024	eclipse	10024	1	2009-11-28T21:42:52.667
10024	svn	10024	1	2009-11-28T21:42:52.667
10025	javascript	10025	1	2009-11-28T21:42:52.667
